,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
,T3934,1-149 མདོ་ཀུན་ལས་བཏུས་པ།.txt,1-149 མདོ་ཀུན་ལས་བཏུས་པ།_conc.txt,,,མདོ་ཀུན་ལས་བཏུས་པ,༣༩༣༤་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3934,,148,http://iiif.bdrc.io/bdr:V23703_I1426::14260298.tif/full/full/0/default.jpg,b,1,7,215,a,5,7,7,,,,,
,T3966,1-150 བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག.txt,1-150 བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག_conc-corrected.txt,,,བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག,༣༩༦༦་དབུ་མ་གི,དབུ་མ། གི 65,3966,,237,http://iiif.bdrc.io/bdr:V23703_I1428::14280475.tif/full/full/0/default.jpg,a,4,7,239,a,4,7,7,,,,,
,T4011,1-151 འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར།.txt,1-151 འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར།_conc.txt,,,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར,༤༠༡༡་མདོ་འགྲེལ་ཉི,མདོ་སྡེ། ཉི། 67,4011,,163,http://iiif.bdrc.io/bdr:V23703_I1433::14330328.tif/full/full/0/default.jpg,b,4,7,182,a,1,7,7,,,,,
,T4307,1-153 སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ།.txt,1-153 སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ།_conc-corrected.txt,,མཚན་བྱང་ཆད་འདུག,སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ,༤༣༠༧་གསོ་རིག་པ་ཧེ,གསོ་བ་རིག་པ། 111,4307,,8,,b,4,7,12,a,4,7,7,,,,,
,T3067,1-156 དགེ་བའི་འདོད་འཇོ།.txt,1-156 དགེ་བའི་འདོད་འཇོ།_conc.txt,,,དགེ་བའི་འདོད་འཇོ,༣༠༦༧་རྒྱུད་པུ,རྒྱུད། པུ། 38,3067,,131,http://iiif.bdrc.io/bdr:V23703_I1390::13900264.tif/full/full/0/default.jpg,b,4,7,140,a,3,7,7,,,,,
,T4387,1-159 འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ་ཞེས་བྱ་བ།.txt,1-159 འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ་ཞེས་བྱ་བ།_conc-corrected.txt,,,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ,༤༣༨༧་སྣ་ཚོགས་ཉོ,སྣ་ཚོགས། ཉོ། 116,4387,,317,,b,4,7,318,a,4,7,7,,,,,
,N3806,1-160 བླ་མ་གསང་བར་སྒྲུབ་པ།.txt,1-160 བླ་མ་གསང་བར་སྒྲུབ་པ།_conc-corrected.txt,,,བླ་མ་གསང་བར་སྒྲུབ་པ,ERROR,རྒྱུད། ཀེ 47,ERROR,,32,,b,4,7,34,b,3,7,7,,,,,
,T4388,1-163 རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ།.txt,1-163 རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ།_conc-corrected.txt,,མཚན་བྱང་ཆད་འདུག,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ,༤༣༨༨་སྣ་ཚོགས་ཉོ,སྣ་ཚོགས། ཉོ། 16,4388,,318,,a,4,7,319,a,4,7,7,,,,,
,T1131,1-17 འཕགས་པ་རྗེ་བཙུན་འཇམ་དཔལ་གྱི་དོན་དམ་པའི་བསྟོད་པ།.txt,1-17 འཕགས་པ་རྗེ་བཙུན་འཇམ་དཔལ་གྱི་དོན་དམ་པའི་བསྟོད་པ།_conc-corrected.txt,,,འཕགས་པ་རྗེ་བཙུན་འཇམ་དཔལ་གྱི་དོན་དམ་པའི་བསྟོད་པ,༡༡༣༡་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1131,,80,http://iiif.bdrc.io/bdr:V23703_I1317::13170161.tif/full/full/0/default.jpg,a,5,7,80,b,5,7,7,,,,,
,T1132,1-18 རྗེ་བཙུན་འཕགས་པ་འཇམ་དཔལ་གྱི་སྙིང་རྗེ་ལ་བསྟོད་པ།.txt,1-18 རྗེ་བཙུན་འཕགས་པ་འཇམ་དཔལ་གྱི་སྙིང་རྗེ་ལ་བསྟོད་པ།_conc-corrected.txt,,,རྗེ་བཙུན་འཕགས་པ་འཇམ་དཔལ་གྱི་སྙིང་རྗེ་ལ་བསྟོད་པ,༡༡༣༢་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1132,,80,http://iiif.bdrc.io/bdr:V23703_I1317::13170162.tif/full/full/0/default.jpg,b,5,7,81,b,2,7,7,,,,,
,T1133,1-19 གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ།a.txt,1-19 གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ།a_conc-corrected.txt,,,གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ,༡༡༣༣་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1133,,82,http://iiif.bdrc.io/bdr:V23703_I1317::13170164.tif/full/full/0/default.jpg,a,3,7,82,b,3,7,7,,,,,
,T1119,1-2 དཔེ་མེད་པར་བསྟོད་པ།.txt,1-2 དཔེ་མེད་པར་བསྟོད་པ།_conc-corrected.txt,,,དཔེ་མེད་པར་བསྟོད་པ,༡༡༡༩་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1119,,67,http://iiif.bdrc.io/bdr:V23703_I1317::13170136.tif/full/full/0/default.jpg,b,3,7,68,a,3,7,7,,,,,
,T1134,1-20 གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ།b.txt,1-20 གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ།b_conc-corrected.txt,,,གནས་ཆེན་པོ་བརྒྱད་ཀྱི་མཆོད་རྟེན་ལ་བསྟོད་པ,༡༡༣༣་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1133,,81,http://iiif.bdrc.io/bdr:V23703_I1317::13170165.tif/full/full/0/default.jpg,b,3,7,82,a,3,7,7,,,,,
,T1135,1-21 མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།.txt,1-21 མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།_conc-corrected.txt,,,མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ,༡༡༣༥་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1135,,82,http://iiif.bdrc.io/bdr:V23703_I1317::13170166.tif/full/full/0/default.jpg,b,3,7,83,a,6,7,7,,,,,
,T1136,1-22 ཕྱག་འཚལ་བའི་བསྟོད་པ་ཞེས་བྱ་བ།.txt,1-22 ཕྱག་འཚལ་བའི་བསྟོད་པ་ཞེས་བྱ་བ།_conc-corrected.txt,,,ཕྱག་འཚལ་བའི་བསྟོད་པ,༡༡༣༦་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1136,,83,http://iiif.bdrc.io/bdr:V23703_I1317::13170167.tif/full/full/0/default.jpg,a,6,7,83,b,5,7,7,,,,,
,T1137,1-23 དམྱལ་བ་ནས་འདོན་པ་ཞེས་བྱ་བ།.txt,1-23 དམྱལ་བ་ནས་འདོན་པ་ཞེས་བྱ་བ།_conc-corrected.txt,,,དམྱལ་བ་ནས་འདོན་པ,༡༡༣༧་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1137,,83,http://iiif.bdrc.io/bdr:V23703_I1317::13170168.tif/full/full/0/default.jpg,b,5,7,84,a,7,7,7,,,,,
,T1206,1-24 དགོངས་པའི་སྐད་ཀྱི་འགྲེལ་པ།.txt,1-24 དགོངས་པའི་སྐད་ཀྱི་འགྲེལ་པ།_conc.txt,,,དགོངས་པའི་སྐད་ཀྱི་འགྲེལ་པ,༡༢༠༦་རྒྱུད་ཇ,རྒྱུད་ ཇ། 4,1206,,297,http://iiif.bdrc.io/bdr:V23703_I1324::13240595.tif/full/full/0/default.jpg,a,5,7,301,b,4,7,7,,,,,
,T1609,1-25 མཆན་ཁུང་གི་སྦྱོར་བ།.txt,1-25 མཆན་ཁུང་གི་སྦྱོར་བ།_conc-corrected.txt,,,མཆན་ཁུང་གི་སྦྱོར་བ,༡༦༠༩་རྒྱུད་ཡ,རྒྱུད། ཡ 13,1609,,72,http://iiif.bdrc.io/bdr:V23703_I1341::13410146.tif/full/full/0/default.jpg,b,1,7,73,b,5,7,7,,,,,
,T1683,1-26 སྒྲོལ་མའི་སྒྲུབ་ཐབས།.txt,1-26 སྒྲོལ་མའི་སྒྲུབ་ཐབས།_conc-corrected.txt,,ཐིག་ཕྲེང་དང་པོ་ཟགས་འདུག,སྒྲོལ་མའི་སྒྲུབ་ཐབས,༡༦༨༣་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1683,,1,http://iiif.bdrc.io/bdr:V23703_I1344::13440004.tif/full/full/0/default.jpg,b,1,7,5,b,7,5,5,,,,,
,T1684,1-27 ཐུགས་རྗེ་ཆེན་པོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་སྤྱིའི་མངོན་པར་རྟོགས་པ།.txt,1-27 ཐུགས་རྗེ་ཆེན་པོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་སྤྱིའི་མངོན་པར་རྟོགས་པ།_conc-corrected.txt,,,ཐུགས་རྗེ་ཆེན་པོ་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས་སྤྱིའི་མངོན་པར་རྟོགས་པ,༡༦༨༤་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1684,,6,http://iiif.bdrc.io/bdr:V23703_I1344::13440013.tif/full/full/0/default.jpg,a,1,7,6,b,5,7,7,,,,,
,T1752,1-28 དཔལ་མགོན་པོ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ་ཞེས་བྱ་བ།.txt,1-28 དཔལ་མགོན་པོ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ་ཞེས་བྱ་བ།_conc-corrected.txt,,,དཔལ་མགོན་པོ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཀྱི་རིམ་པ,༡༧༥༢་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1752,,156,http://iiif.bdrc.io/bdr:V23703_I1344::13440313.tif/full/full/0/default.jpg,a,5,7,58,a,2,7,7,,,,,
,T1758,1-29 དཔལ་ནག་པོ་ཆེན་པོ་ཡུམ་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།.txt,1-29 དཔལ་ནག་པོ་ཆེན་པོ་ཡུམ་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།_conc-corrected.txt,,,དཔལ་ནག་པོ་ཆེན་པོ་ཡུམ་ཅན་གྱི་སྒྲུབ་ཐབས,༡༧༥༨་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1758,,247,http://iiif.bdrc.io/bdr:V23703_I1344::13440496.tif/full/full/0/default.jpg,b,7,7,250,b,4,7,7,,,,,
,T1120,1-3 འཇིག་རྟེན་ལས་འདས་པར་བསྟོད་པ།.txt,1-3 འཇིག་རྟེན་ལས་འདས་པར་བསྟོད་པ།_conc-corrected.txt,,,འཇིག་རྟེན་ལས་འདས་པར་བསྟོད་པ,༡༡༢༠་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1120,,68,http://iiif.bdrc.io/bdr:V23703_I1317::13170138.tif/full/full/0/default.jpg,b,4,7,69,b,4,7,7,,,,,
,T1759,1-30 དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།.txt,1-30 དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།_conc-corrected.txt,,,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,༡༧༥༩་རྒྱུད་ཤ,རྒྱུད། ཤ།14,1759,,250,http://iiif.bdrc.io/bdr:V23703_I1344::13440502.tif/full/full/0/default.jpg,b,4,7,251,a,7,7,7,,,,,
,T1772,1-31 ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།.txt,1-31 ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།_conc.txt,,,ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,༡༧༧༢་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1772,,268,http://iiif.bdrc.io/bdr:V23703_I1344::13440537.tif/full/full/0/default.jpg,a,3,7,268,b,1,7,7,,,,,
,T1773,1-32 དཔལ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྐང་པ་བརྒྱད་པ་ཞེས་བྱ་བ།.txt,1-32 དཔལ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྐང་པ་བརྒྱད་པ་ཞེས་བྱ་བ།_conc-corrected.txt,,,དཔལ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་རྐང་པ་བརྒྱད་པ,ERROR,རྒྱུད། ཤ 14,ERROR,,268,http://iiif.bdrc.io/bdr:V23703_I1344::13440538.tif/full/full/0/default.jpg,b,1,7,269,a,7,7,7,,,,,
,T1780,1-33 རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་བརྒྱད་པ།.txt,1-33 རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་བརྒྱད་པ།_conc-corrected.txt,,,རྡོ་རྗེ་ནག་པོ་ཆེན་པོའི་བསྟོད་པ་བརྒྱད་པ,༡༧༨༠་རྒྱུད་ཤ,རྒྱུད། ཤ 14,1780,,274,http://iiif.bdrc.io/bdr:V23703_I1344::13440549.tif/full/full/0/default.jpg,a,6,7,275,a,5,7,7,,,,,
,T1784,1-34 དཔལ་གསང་བ་འདུས་པའི་རྒྱུད་ཀྱི་རྒྱུད་འགྲེལ།.txt,1-34 དཔལ་གསང་བ་འདུས་པའི་རྒྱུད་ཀྱི་རྒྱུད་འགྲེལ།_conc.txt,,,དཔལ་གསང་བ་འདུས་པའི་རྒྱུད་ཀྱི་རྒྱུད་འགྲེལ,༡༧༨༤་རྒྱུད་ས,རྒྱུད། ས། 15,1784,,1,http://iiif.bdrc.io/bdr:V23703_I1345::13450004.tif/full/full/0/default.jpg,b,1,7,155,a,5,5,5,,,,,
,T1784a,1-35 ལེའུ་བཅོ་བརྒྱད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།.txt,1-35 ལེའུ་བཅོ་བརྒྱད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།_conc.txt,,,ལེའུ་བཅོ་བརྒྱད་པའི་རྒྱ་ཆེར་འགྲེལ་པ,༡༧༨༤་རྒྱུད་ས,རྒྱུད། ས། 15,1784,,284,,a,1,7,324,a,7,7,7,,,,,
,T1796,1-36 སྒྲུབ་པའི་ཐབས་མདོར་བྱས་པ།.txt,1-36 སྒྲུབ་པའི་ཐབས་མདོར་བྱས་པ།_conc-corrected.txt,,,སྒྲུབ་པའི་ཐབས་མདོར་བྱས་པ,༡༧༩༦་རྒྱུད་ངི,རྒྱུད། ངི། 18,1796,,1,http://iiif.bdrc.io/bdr:V23703_I1351::13510004.tif/full/full/0/default.jpg,b,1,7,11,a,2,5,5,,,,,
,T1797,1-37 རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་བསྐྱེད་པའི་རིམ་པའི་བསྒོམ་པའི་ཐབས་མདོ་དང་བསྲེས་པ།.txt,1-37 རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་བསྐྱེད་པའི་རིམ་པའི་བསྒོམ་པའི་ཐབས་མདོ་དང་བསྲེས་པ།_conc.txt,,,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་བསྐྱེད་པའི་རིམ་པའི་བསྒོམ་པའི་ཐབས་མདོ་དང་བསྲེས་པ,༡༧༩༧་རྒྱུད་ངི,རྒྱུད། ངི། 18,1797,,11,http://iiif.bdrc.io/bdr:V23703_I1351::13510023.tif/full/full/0/default.jpg,a,2,7,15,b,1,7,7,,,,,
,T1798,1-38 དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག.txt,1-38 དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག_conc-corrected.txt,,,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,༡༧༩༨་རྒྱུད་ངི,རྒྱུད། ངི 18,1798,,15,,b,1,7,35,a,7,7,7,,,,,
,T1799,1-39 དབང་བཞི་པའི་རབ་ཏུ་བྱེད་པ།.txt,1-39 དབང་བཞི་པའི་རབ་ཏུ་བྱེད་པ།_conc-corrected.txt,,,དབང་བཞི་པའི་རབ་ཏུ་བྱེད་པ,༡༧༩༩་རྒྱུད་ངི,རྒྱུད། ངི 18,1799,,35,http://iiif.bdrc.io/bdr:V23703_I1351::13510071.tif/full/full/0/default.jpg,a,7,7,38,a,5,7,7,,,,,
,T1121,1-4 སེམས་ཀྱི་རྡོ་རྗེའི་བསྟོད་པ།.txt,1-4 སེམས་ཀྱི་རྡོ་རྗེའི་བསྟོད་པ།_conc-corrected.txt,,,སེམས་ཀྱི་རྡོ་རྗེའི་བསྟོད་པ,༡༡༢༡་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1121,,69,http://iiif.bdrc.io/bdr:V23703_I1317::13170140.tif/full/full/0/default.jpg,b,5,7,70,a,2,7,7,,,,,
,T1800,1-40 བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ།a.txt,1-40 བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ།a_conc-corrected.txt,,,བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ,༡༨༠༠་རྒྱུད་ངི,རྒྱུད། ངི 18,1800,,38,http://iiif.bdrc.io/bdr:V23703_I1351::13510077.tif/full/full/0/default.jpg,a,5,7,42,b,5,7,7,,,,,
,T1801,1-41 བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ།b.txt,1-41 བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ།b_conc-corrected.txt,,,བྱང་ཆུབ་སེམས་ཀྱི་འགྲེལ་པ,༡༨༠༠་རྒྱུད་ངི,རྒྱུད། ངི 18,1800,,42,http://iiif.bdrc.io/bdr:V23703_I1351::13510086.tif/full/full/0/default.jpg,b,5,7,45,a,5,7,7,,,,,
,T1340,1-43 རིམ་པ་ལྔ་པ།.txt,1-43 རིམ་པ་ལྔ་པ།_conc-corrected.txt,,,རིམ་པ་ལྔ་པ,༡༣༤༠་རྒྱུད་ཏ,རྒྱུད། ངི 18,1340,,45,http://iiif.bdrc.io/bdr:V23703_I1326::13260655.tif/full/full/0/default.jpg,a,5,7,57,a,1,7,7,,,,,
,T2190,1-48 རྡོ་རྗེ་ཁྲོ་བོ་གཏུམ་པོ་ལྷ་ལྔ་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག.txt,1-48 རྡོ་རྗེ་ཁྲོ་བོ་གཏུམ་པོ་ལྷ་ལྔ་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག_conc.txt,,,རྡོ་རྗེ་ཁྲོ་བོ་གཏུམ་པོ་ལྷ་ལྔ་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,༢༡༩༠་རྒྱུད་ཛི,རྒྱུད། ཛི 25,2190,,64,http://iiif.bdrc.io/bdr:V23703_I1366::13660129.tif/full/full/0/default.jpg,a,1,7,70,a,3,7,7,,,,,
,T2191,1-49 ཕྱག་ན་རྡོ་རྗེའི་ལམ་ཡན་ལག་བརྒྱད་པ།.txt,1-49 ཕྱག་ན་རྡོ་རྗེའི་ལམ་ཡན་ལག་བརྒྱད་པ།_conc-corrected.txt,,,ཕྱག་ན་རྡོ་རྗེའི་ལམ་ཡན་ལག་བརྒྱད་པ,༢༡༩༡་རྒྱུད་ཛི,རྒྱུད། ཛི 25,2191,,70,http://iiif.bdrc.io/bdr:V23703_I1366::13660141.tif/full/full/0/default.jpg,a,3,7,74,a,1,7,7,,,,,
,T1122,1-5 དོན་དམ་པར་བསྟོད་པ།.txt,1-5 དོན་དམ་པར་བསྟོད་པ།_conc-corrected.txt,,,དོན་དམ་པར་བསྟོད་པ,༡༡༢༢་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1122,,70,http://iiif.bdrc.io/bdr:V23703_I1317::13170141.tif/full/full/0/default.jpg,a,2,7,70,b,2,7,7,,,,,
,T2204,1-50 དེ་ཁོ་ན་ཉིད་སྒྲོན་མ།.txt,1-50 དེ་ཁོ་ན་ཉིད་སྒྲོན་མ།_conc-corrected.txt,,,དེ་ཁོ་ན་ཉིད་སྒྲོན་མ,༢༢༠༤་རྒྱུད་ཛི,རྒྱུད། ཛི 25,2204,,147,http://iiif.bdrc.io/bdr:V23703_I1366::13660296.tif/full/full/0/default.jpg,b,4,7,168,b,1,7,7,,,,,
,T2206,1-52 སྔགས་ཀྱི་རྒྱན་གྱི་སྒྲུབ་ཐབས།.txt,1-52 སྔགས་ཀྱི་རྒྱན་གྱི་སྒྲུབ་ཐབས།_conc-corrected.txt,,,སྔགས་ཀྱི་རྒྱན་གྱི་སྒྲུབ་ཐབས,༢༢༠༦་རྒྱུད་ཛི,རྒྱུད། ཛི 25,2206,,177,http://iiif.bdrc.io/bdr:V23703_I1366::13660355.tif/full/full/0/default.jpg,a,3,7,178,b,2,7,7,,,,,
,T2207,1-53 རབ་ཏུ་གནས་པའི་རྒྱན།.txt,1-53 རབ་ཏུ་གནས་པའི་རྒྱན།_conc-corrected.txt,,,རབ་ཏུ་གནས་པའི་རྒྱན,༢༢༠༧་རྒྱུད་ཛི,རྒྱུད། ཛི 25,2207,,178,http://iiif.bdrc.io/bdr:V23703_I1366::13660358.tif/full/full/0/default.jpg,b,2,7,179,b,3,7,7,,,,,
