,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
8-17,T3817,8-17_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།.txt,8-17_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།_conc.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ,༣༨༡༧་ཤེར་ཕྱིན་མ,ཤེས་ཕྱིན། མ 56,3817,,,http://iiif.bdrc.io/bdr:V23703_I1411::14110409.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-18,N4010,8-18_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ།.txt,8-18_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ།_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ,-,ཤེས་ཕྱིན། མ 56,,,,,,,,,,,,,,,,,
8-19,T3886,8-19_དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ།.txt,8-19_དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ།_conc.txt,,,དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ,༣༨༨༦་དབུ་མ་ས,དབུ་མ། ས། 62,3886,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230169.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-1,T2315,8-1_མན་ངག་སྐུའི་སྒྲོན་མ།.txt,8-1_མན་ངག་སྐུའི་སྒྲོན་མ།_conc.txt,,,མན་ངག་སྐུའི་སྒྲོན་མ,༢༣༡༥་རྒྱུད་ཞི,རྒྱུད། ཞི། 26,2315,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680522.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-20,T3887,8-20_དབུ་མ་སྣང་བ་ཞེས་བྱ་བ།.txt,8-20_དབུ་མ་སྣང་བ་ཞེས་བྱ་བ།_conc.txt,,,དབུ་མ་སྣང་བ,༣༨༨༧་དབུ་མ་ས,དབུ་མ། ས། 62,3887,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230268.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-21,T3888,8-21_དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,8-21_དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༣༨༨༨་དབུ་མ་ས,དབུ་མ། ས། 62,3888,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230490.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-22,T3889,8-22_ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ།.txt,8-22_ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ།_conc.txt,,,ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ,༣༨༨༩་དབུ་མ་ས,དབུ་མ། ས། 62,3889,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230547.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-23,T2591,8-23_བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ།.txt,8-23_བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ།_conc.txt,,,བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ,༢༥༩༡་རྒྱུད་ཅུ,དབུ་མ། ཀི 64,2591,,,http://iiif.bdrc.io/bdr:V23703_I1382::13820004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-24,T3915,8-24_བསྒོམ་རིམ་དང་པོ།.txt,8-24_བསྒོམ་རིམ་དང་པོ།_conc.txt,,,བསྒོམ་རིམ་དང་པོ,༣༩༡༥་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3915,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260045.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-25,T3916,8-25_བསྒོམ་རིམ་བར་མ།.txt,8-25_བསྒོམ་རིམ་བར་མ།_conc.txt,,,བསྒོམ་རིམ་བར་མ,༣༩༡༦་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3916,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260085.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-26,T3917,8-26_བསྒོམ་རིམ་ཐ་མ།.txt,8-26_བསྒོམ་རིམ་ཐ་མ།_conc.txt,,,བསྒོམ་རིམ་ཐ་མ,༣༩༡༧་དབུ་མ་ཀི,དབུ་མ། ཀི 64,3917,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260112.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-27,T3815,8-27_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ།.txt,8-27_འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ།_conc.txt,,,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ,༣༨༡༥་ཤེར་ཕྱིན་མ,ཤེས་ཕྱིན། མ 56,3815,,,http://iiif.bdrc.io/bdr:V23703_I1411::14110179.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-28,T3918,8-28_རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ།.txt,8-28_རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ།_conc.txt,,,རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ,༤༥༣༧་ཇོ་བོའི་ཆོས་ཆུང་གི,དབུ་མ། ཀི 64,4537,,,http://iiif.bdrc.io/bdr:V23703_I1426::14260138.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-29,T4000,8-29_འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ།.txt,8-29_འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ།_conc.txt,,,འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ,༤༠༠༠་མདོ་འགྲེལ་ཇི,མདོ་སྡེ། ཇི། 67,4000,,,http://iiif.bdrc.io/bdr:V23703_I1432::14320247.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-2,T2316,8-2_ཐེག་པ་གསུང་གི་སྒྲོན་མ།.txt,8-2_ཐེག་པ་གསུང་གི་སྒྲོན་མ།_conc.txt,,,ཐེག་པ་གསུང་གི་སྒྲོན་མ,༢༣༡༦་རྒྱུད་ཞི,རྒྱུད། ཞི། 26,2316,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680523.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-30,T4128,8-30_དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།.txt,8-30_དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།_conc.txt,,,དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ,༤༡༢༨་འདུལ་བ་སུ,འདུལ་བ། སུ། 93,4128,,,http://iiif.bdrc.io/bdr:V23703_I1483::14830010.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-31,T4193,8-31_ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ།.txt,8-31_ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ།_conc.txt,,,ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ,༤༡༩༣་སྤྲིང་ཡིག་ངེ,སྤྲིང་ཡིག ངེ། 96,4193,,,http://iiif.bdrc.io/bdr:V23703_I1489::14890267.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-32,T4195,8-32_དད་སྐྱེད་སྒྲོན་མ།.txt,8-32_དད་སྐྱེད་སྒྲོན་མ།_conc.txt,,,དད་སྐྱེད་སྒྲོན་མ,༤༡༩༥་སྤྲིང་ཡིག་ངེ,སྤྲིང་ཡིག ངེ། 96,4195,,,http://iiif.bdrc.io/bdr:V23703_I1489::14890279.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-33,T4232,8-33_རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ།.txt,8-33_རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ།_conc.txt,,,རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ,༤༢༣༢་ཚད་མ་ཝེ,ཚད་མ། ཝེ། 105,4232,,,http://iiif.bdrc.io/bdr:V23703_I1505::15050185.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།,T4267,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(A).txt,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(A)_conc.txt,,,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ,༤༢༦༧་ཚད་མ་ཟེ,ཚད་མ། ཟེ་དང་འེ། 107,4267,,,http://iiif.bdrc.io/bdr:V23703_I1507::15070268.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།,T4267,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(B).txt,8-34_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།_(B)_conc.txt,,,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ,༤༢༦༧་ཚད་མ་ཟེ,ཚད་མ། ཟེ་དང་འེ། 107,4267,,,http://iiif.bdrc.io/bdr:V23703_I1507::15070268.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-35,T4393,8-35_སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ།.txt,8-35_སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ།_conc.txt,,,སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ,༤༣༩༣་སྣ་ཚོགས་ཉོ,སྣ་ཚོགས། ཉོ། 16,4393,,,,,,,,,,,,,,,,
8-3,T2317,8-3_ཡང་དག་ལྟ་བའི་སྒྲོན་མ།.txt,8-3_ཡང་དག་ལྟ་བའི་སྒྲོན་མ།_conc.txt,,,ཡང་དག་ལྟ་བའི་སྒྲོན་མ,༢༣༡༧་རྒྱུད་ཞི,རྒྱུད། ཞི། 26,2317,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680524.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-4,T2318,8-4_རིན་པོ་ཆེ་སྒྲོན་མ།.txt,8-4_རིན་པོ་ཆེ་སྒྲོན་མ།_conc.txt,,,རིན་པོ་ཆེ་སྒྲོན་མ,༢༣༡༨་རྒྱུད་ཞི,རྒྱུད། ཞི། 26,2318,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680525.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-5,T2319,8-5_མཉམ་ཉིད་གཞིའི་སྒྲོན་མ།.txt,8-5_མཉམ་ཉིད་གཞིའི་སྒྲོན་མ།_conc.txt,,,མཉམ་ཉིད་གཞིའི་སྒྲོན་མ,༢༣༡༩་རྒྱུད་ཞི,རྒྱུད། ཞི། 26,2319,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680526.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-6,T2320,8-6_མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ།.txt,8-6_མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ།_conc.txt,,,མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ,༢༣༢༠་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2320,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680528.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T2321,8-7 བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ།.txt,8-7 བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ།_conc.txt,,,བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ,༢༣༢༡་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2321,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680528.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-8,T2322,8-8_རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ།.txt,8-8_རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ།_conc.txt,,,རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ,༢༣༢༢་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2322,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680530.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-9,T2323,8-9_གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ།.txt,8-9_གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ།_conc.txt,,,གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ,༢༣༢༣་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2323,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680531.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-10,T4037,9-10_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས།.txt,9-10_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས།_conc.txt,,,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས,༤༠༣༧་སེམས་ཙམ་ཝི,སེམས་ཙམ། ཝི། 73,4037,,,http://iiif.bdrc.io/bdr:V23703_I1445::14450004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-11,T4038,9-11_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།.txt,9-11_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།_conc.txt,,,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ,༤༠༣༨་སེམས་ཙམ་ཞི,སེམས་ཙམ། ཞི་དང་ཟི། 74,4038,,,http://iiif.bdrc.io/bdr:V23703_I1446::14460004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-12,T4038,9-12_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།.txt,9-12_རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།_conc.txt,,,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ,༤༠༣༨་སེེམས་ཙམ་ཟི,སེམས་ཙམ། ཞི་དང་ཟི། 74,4038,,,http://iiif.bdrc.io/bdr:V23703_I1446::14460004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-13,T4039,9-13_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ།.txt,9-13_རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ།_conc.txt,,,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ,༤༠༣༩་སེམས་ཙམ་ཟི,སེམས་ཙམ། ཟི། 74,4039,,,http://iiif.bdrc.io/bdr:V23703_I1447::14470255.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-15,T4048,9-15_ཐེག་པ་ཆེན་པོ་བསྡུས་པ།.txt,9-15_ཐེག་པ་ཆེན་པོ་བསྡུས་པ།_conc.txt,,,ཐེག་པ་ཆེན་པོ་བསྡུས་པ,༤༠༤༨་སེམས་ཙམ་རི,སེམས་ཙམ། རི། 76,4048,,,http://iiif.bdrc.io/bdr:V23703_I1450::14500004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-16,T4049,9-16_ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།.txt,9-16_ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།_conc.txt,,,ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ,༤༠༤༩་སེམས་ཙམ་རི,སེམས་ཙམ། རི། 76,4049,,,http://iiif.bdrc.io/bdr:V23703_I1450::14500089.tif/full/full/0/default.jpg,,,,,,,,,,,,,
9-17_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།,T4358,9-17_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།_(A).txt,9-17_འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།_(A)_conc.txt,,,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ,༤༣༥༨་སྣ་ཚོགས་ཆོ,སྣ་ཚོགས། ཆོ་དང་ཇོ་པ།,4358,,,,,,,,,,,,,,,,
